"Administrative","Administrative_Duration","Informational","Informational_Duration","ProductRelated","ProductRelated_Duration","BounceRates","ExitRates","PageValues","SpecialDay","Month","OperatingSystems","Browser","Region","TrafficType","VisitorType","Weekend","Revenue","TotalPages","TotalDuration","EngagementRatio","BounceExitSpread","SessionScore","Season","DurationGroup","Cluster"
5,321.6666667,7,460,46,1900.896078,0.017156863,0.031932773,0,1,"May","1","1","3","1","Returning_Visitor","TRUE","FALSE",58,2682.5627447,0,0.01477591,0,"Spring","Long","2"
0,0,0,0,21,1296.716667,0,0.007017544,70.01826316,0,"May","2","2","1","2","Returning_Visitor","FALSE","TRUE",21,1296.716667,3.33420300761905,0.007017544,69.5269069174711,"Spring","Long","4"
0,0,1,11,35,926.6690476,0.016666667,0.054930556,0,1,"May","2","2","1","4","Returning_Visitor","TRUE","FALSE",36,937.6690476,0,0.038263889,0,"Spring","Medium","2"
2,29,0,0,2,15,0,0.066666667,0,0,"May","2","2","3","6","Returning_Visitor","TRUE","FALSE",4,44,0,0.066666667,0,"Spring","Short","4"
7,84.66666667,2,60,110,5343.049577,0.00877193,0.029643028,0,0.8,"May","1","1","1","2","Returning_Visitor","FALSE","FALSE",119,5487.71624367,0,0.020871098,0,"Spring","Very Long","2"
3,54,0,0,26,1296.183333,0.036781609,0.060344828,0,0,"May","2","2","1","3","Returning_Visitor","FALSE","FALSE",29,1350.183333,0,0.023563219,0,"Spring","Long","4"
0,0,0,0,1,0,0.2,0.2,0,0.8,"May","2","2","3","13","Returning_Visitor","FALSE","FALSE",1,0,0,0,0,"Spring","Zero","2"
4,94,0,0,34,1159.666667,0.005714286,0.019142857,16.12416,0,"May","1","8","1","4","Returning_Visitor","FALSE","FALSE",38,1253.666667,0.42432,0.013428571,15.7251232348655,"Spring","Long","4"
1,70,0,0,24,496.6666667,0,0.002173913,0,0,"May","1","1","1","2","New_Visitor","FALSE","FALSE",25,566.6666667,0,0.002173913,0,"Spring","Medium","4"
0,0,0,0,65,624.6248956,0,0.02359375,0,0.8,"May","2","5","4","2","Returning_Visitor","FALSE","FALSE",65,624.6248956,0,0.02359375,0,"Spring","Medium","2"
0,0,0,0,9,177.3333333,0.066666667,0.088888889,0,1,"May","3","2","4","1","Returning_Visitor","TRUE","FALSE",9,177.3333333,0,0.022222222,0,"Spring","Short","2"
10,253.9,7,218,91,2869.788095,0.002,0.005452381,0,0,"May","3","2","3","4","Returning_Visitor","FALSE","FALSE",108,3341.688095,0,0.003452381,0,"Spring","Very Long","1"
0,0,0,0,6,210.2,0.055555556,0.068055556,0,0,"May","3","2","4","20","Returning_Visitor","FALSE","FALSE",6,210.2,0,0.0125,0,"Spring","Short","4"
0,0,0,0,5,377,0,0.04,0,0.2,"May","2","2","6","4","Returning_Visitor","FALSE","FALSE",5,377,0,0.04,0,"Spring","Medium","4"
2,44,2,53,8,667.6666667,0,0.018181818,56.62363636,0,"May","2","2","1","4","Returning_Visitor","TRUE","TRUE",12,764.6666667,4.71863636333333,0.018181818,55.5941157092043,"Spring","Medium","4"
0,0,0,0,13,350.8333333,0,0.030769231,0,0.6,"May","3","2","9","13","Returning_Visitor","FALSE","FALSE",13,350.8333333,0,0.030769231,0,"Spring","Medium","2"
7,105.75,0,0,124,3394.130159,0.001587302,0.012918871,5.921482086,0,"May","2","2","3","11","Returning_Visitor","TRUE","FALSE",131,3499.880159,0.0452021533282443,0.011331569,5.83570546924263,"Spring","Very Long","1"
0,0,0,0,1,0,0.2,0.2,0,0,"May","1","1","4","3","Returning_Visitor","FALSE","FALSE",1,0,0,0,0,"Spring","Zero","3"
0,0,0,0,7,70,0,0.028571429,0,0,"May","2","2","1","2","Returning_Visitor","FALSE","FALSE",7,70,0,0.028571429,0,"Spring","Short","4"
8,117.5,0,0,17,545.5,0,0.019047619,0,0,"May","2","2","1","13","Returning_Visitor","FALSE","FALSE",25,663,0,0.019047619,0,"Spring","Medium","4"
0,0,0,0,33,1324.616667,0.009677419,0.043870968,0,0.2,"May","2","2","1","4","Returning_Visitor","FALSE","FALSE",33,1324.616667,0,0.034193549,0,"Spring","Long","4"
0,0,0,0,8,5,0.15,0.175,0,0.4,"May","2","2","1","11","Returning_Visitor","FALSE","FALSE",8,5,0,0.025,0,"Spring","Short","3"
1,512,0,0,5,322,0,0.06,0,0.6,"May","1","1","1","3","Returning_Visitor","FALSE","FALSE",6,834,0,0.06,0,"Spring","Medium","2"
2,100,1,12,44,1373.95,0,0.004545455,0,0,"May","1","1","2","2","New_Visitor","TRUE","FALSE",47,1485.95,0,0.004545455,0,"Spring","Long","4"
0,0,0,0,2,0,0.2,0.2,0,0.8,"May","3","2","2","13","Returning_Visitor","FALSE","FALSE",2,0,0,0,0,"Spring","Zero","2"
0,0,0,0,12,655,0.036363636,0.063636364,0,0.8,"May","2","2","1","6","Returning_Visitor","FALSE","FALSE",12,655,0,0.027272728,0,"Spring","Medium","2"
10,196,0,0,45,939.6333333,0.0125,0.015972222,0,0,"May","1","1","1","3","Returning_Visitor","FALSE","FALSE",55,1135.6333333,0,0.003472222,0,"Spring","Long","4"
17,975.75,0,0,40,3970.7,0.005555556,0.020381594,8.022839506,0.6,"May","2","2","3","4","Returning_Visitor","FALSE","FALSE",57,4946.45,0.140751570280702,0.014826038,7.81565834914373,"Spring","Very Long","1"
1,7,1,2,43,2325.611905,0.00952381,0.01814059,0,0.8,"May","3","2","1","4","Returning_Visitor","FALSE","FALSE",45,2334.611905,0,0.00861678,0,"Spring","Long","2"
0,0,0,0,2,70,0,0.1,0,0,"May","1","1","1","4","Returning_Visitor","TRUE","FALSE",2,70,0,0.1,0,"Spring","Short","4"
0,0,0,0,12,99,0.176923077,0.192307692,0,0.8,"May","3","2","1","13","Returning_Visitor","FALSE","FALSE",12,99,0,0.015384615,0,"Spring","Short","2"
2,143.8,1,0,6,90.75,0.022222222,0.055555556,0,0,"May","3","2","8","3","Returning_Visitor","FALSE","FALSE",9,234.55,0,0.033333334,0,"Spring","Short","4"
0,0,0,0,2,0,0.2,0.2,0,0,"May","3","2","1","1","Returning_Visitor","TRUE","FALSE",2,0,0,0,0,"Spring","Zero","3"
3,32,0,0,6,209,0,0.022222222,0,0,"May","2","4","1","2","New_Visitor","FALSE","FALSE",9,241,0,0.022222222,0,"Spring","Short","4"
7,129.6666667,3,42,25,443.25,0.006451613,0.023297491,6.402612903,0,"May","2","2","4","4","Returning_Visitor","TRUE","FALSE",35,614.9166667,0.182931797228571,0.016845878,6.21310325954608,"Spring","Medium","4"
10,323.55,0,0,46,1044.8,0.017021277,0.019756839,0,0,"May","3","2","7","4","Returning_Visitor","FALSE","FALSE",56,1368.35,0,0.002735562,0,"Spring","Long","4"
0,0,0,0,1,0,0.2,0.2,0,0,"May","1","1","1","3","Returning_Visitor","FALSE","FALSE",1,0,0,0,0,"Spring","Zero","3"
0,0,0,0,34,783.5666667,0,0.005882353,62.07882353,0,"May","2","2","1","6","Returning_Visitor","TRUE","TRUE",34,783.5666667,1.82584775088235,0.005882353,61.7136539761718,"Spring","Medium","4"
4,198.5,0,0,43,2124.833333,0,0.015151515,48.864,0,"May","2","2","3","4","Returning_Visitor","TRUE","TRUE",47,2323.333333,1.03965957446808,0.015151515,48.12363637104,"Spring","Long","4"
4,153.25,0,0,19,402.7166667,0,0.003030303,57.474,0,"May","2","2","5","4","New_Visitor","TRUE","TRUE",23,555.9666667,2.49886956521739,0.003030303,57.299836365378,"Spring","Medium","4"
0,0,0,0,1,0,0.2,0.2,0,0,"May","3","2","2","19","Returning_Visitor","TRUE","FALSE",1,0,0,0,0,"Spring","Zero","3"
1,0,2,29,28,557.4047619,0.013793103,0.034154351,0,0.4,"May","2","4","3","3","Returning_Visitor","FALSE","FALSE",31,586.4047619,0,0.020361248,0,"Spring","Medium","2"
0,0,0,0,7,34,0.114285714,0.142857143,0,0.8,"May","2","6","6","13","Returning_Visitor","FALSE","FALSE",7,34,0,0.028571429,0,"Spring","Short","2"
5,99,0,0,35,573,0,0.018918919,9.597405405,0.6,"May","2","2","1","4","Returning_Visitor","FALSE","FALSE",40,672,0.239935135125,0.018918919,9.41583286953264,"Spring","Medium","2"
1,5,0,0,53,1062.749495,0.007843137,0.019263449,0,0.4,"May","1","1","1","4","Returning_Visitor","FALSE","FALSE",54,1067.749495,0,0.011420312,0,"Spring","Long","2"
4,109.5,0,0,66,1231.2,0.006280193,0.028298931,10.45437681,1,"May","2","2","1","4","Returning_Visitor","TRUE","FALSE",70,1340.7,0.149348240142857,0.022018738,10.0947315985235,"Spring","Long","2"
0,0,0,0,7,98.33333333,0.028571429,0.032653061,0,0,"May","1","1","1","3","Returning_Visitor","FALSE","FALSE",7,98.33333333,0,0.004081632,0,"Spring","Short","4"
7,1474.5,2,11.5,129,5293.824709,0.005072464,0.020659075,2.524993961,0.2,"May","2","2","3","1","Returning_Visitor","FALSE","FALSE",138,6779.824709,0.0182970576884058,0.015586611,2.4602865806308,"Spring","Very Long","1"
2,38,0,0,77,1230.312302,0,0.003492063,79,0.6,"May","2","4","4","2","Returning_Visitor","FALSE","FALSE",79,1268.312302,1,0.003492063,78.724127023,"Spring","Long","2"
5,73,0,0,18,498.3333333,0.01,0.04,0,0,"May","2","4","7","3","Returning_Visitor","FALSE","FALSE",23,571.3333333,0,0.03,0,"Spring","Medium","4"
0,0,0,0,15,225,0,0.026666667,0,0,"May","2","2","7","3","Returning_Visitor","FALSE","FALSE",15,225,0,0.026666667,0,"Spring","Short","4"
3,19.33333333,0,0,28,710.9083333,0.006451613,0.012903226,0,0,"May","2","2","8","3","New_Visitor","FALSE","FALSE",31,730.24166663,0,0.006451613,0,"Spring","Medium","4"
0,0,0,0,18,356.5,0.0125,0.025,0,0.6,"May","2","2","3","2","New_Visitor","FALSE","FALSE",18,356.5,0,0.0125,0,"Spring","Medium","2"
10,464.15,4,160.5,26,1975.633333,0.017647059,0.029411765,0,0.2,"May","2","2","1","3","Returning_Visitor","FALSE","FALSE",40,2600.283333,0,0.011764706,0,"Spring","Long","1"
0,0,0,0,21,248.8333333,0.01,0.0225,0,0,"May","2","5","6","3","Returning_Visitor","FALSE","FALSE",21,248.8333333,0,0.0125,0,"Spring","Short","4"
0,0,1,2,12,1311,0.053333333,0.084722222,0,0,"May","3","2","1","15","Returning_Visitor","FALSE","FALSE",13,1313,0,0.031388889,0,"Spring","Long","4"
0,0,0,0,22,2473.25,0.009090909,0.013383838,0,0,"May","3","2","3","2","Returning_Visitor","FALSE","FALSE",22,2473.25,0,0.004292929,0,"Spring","Long","4"
0,0,0,0,6,72,0,0.05,0,0.8,"May","2","2","4","4","Returning_Visitor","FALSE","FALSE",6,72,0,0.05,0,"Spring","Short","2"
1,0,0,0,7,110.75,0,0.028571429,0,0,"May","3","2","1","4","Returning_Visitor","TRUE","FALSE",8,110.75,0,0.028571429,0,"Spring","Short","4"
0,0,0,0,6,110,0.011111111,0.058333333,0,0,"May","2","2","4","2","Returning_Visitor","FALSE","FALSE",6,110,0,0.047222222,0,"Spring","Short","4"
6,523.3333333,3,37,34,581.2261905,0.023809524,0.030213239,0,0,"May","2","2","2","1","Returning_Visitor","TRUE","FALSE",43,1141.5595238,0,0.006403715,0,"Spring","Long","4"
6,162.5,0,0,39,1634.095238,0,0.011111111,8.604391304,0,"May","3","3","5","2","Returning_Visitor","FALSE","FALSE",45,1796.595238,0.191208695644444,0.011111111,8.50878695713382,"Spring","Long","4"
0,0,0,0,18,473.75,0.0375,0.046666667,0,0.6,"May","3","2","6","3","Returning_Visitor","FALSE","FALSE",18,473.75,0,0.009166667,0,"Spring","Medium","2"
2,42,0,0,16,602,0.014705882,0.044117647,0,0,"May","2","2","1","3","Returning_Visitor","FALSE","FALSE",18,644,0,0.029411765,0,"Spring","Medium","4"
0,0,0,0,1,13,0,0.05,0,0,"May","3","2","1","3","New_Visitor","FALSE","FALSE",1,13,0,0.05,0,"Spring","Short","4"
1,4,0,0,49,4651.033333,0.02,0.05,0,0.8,"May","2","2","7","2","Returning_Visitor","FALSE","FALSE",50,4655.033333,0,0.03,0,"Spring","Very Long","2"
0,0,0,0,76,2854.783333,0.005866667,0.019555556,0,0,"May","2","2","3","4","Returning_Visitor","FALSE","FALSE",76,2854.783333,0,0.013688889,0,"Spring","Long","4"
2,173,0,0,7,224,0.066666667,0.111111111,0,0,"May","3","2","8","2","Returning_Visitor","FALSE","FALSE",9,397,0,0.044444444,0,"Spring","Medium","4"
0,0,0,0,7,701,0,0.057142857,0,0.8,"May","2","5","1","4","Returning_Visitor","FALSE","FALSE",7,701,0,0.057142857,0,"Spring","Medium","2"
3,45,0,0,24,506.1666667,0.021333333,0.034,0,0.8,"May","2","5","2","2","Returning_Visitor","FALSE","FALSE",27,551.1666667,0,0.012666667,0,"Spring","Medium","2"
0,0,0,0,15,791,0,0.031111111,19.34826667,0,"May","2","2","6","1","Returning_Visitor","FALSE","FALSE",15,791,1.28988444466667,0.031111111,18.746320597972,"Spring","Medium","4"
0,0,0,0,22,401.1666667,0,0.013636364,0,0,"May","2","2","1","3","Returning_Visitor","FALSE","FALSE",22,401.1666667,0,0.013636364,0,"Spring","Medium","4"
1,4,0,0,6,102,0,0.057142857,0,0,"May","2","2","1","3","New_Visitor","FALSE","FALSE",7,106,0,0.057142857,0,"Spring","Short","4"
0,0,0,0,26,852.7666667,0.001923077,0.024166667,0,1,"May","3","2","4","1","Returning_Visitor","TRUE","FALSE",26,852.7666667,0,0.02224359,0,"Spring","Medium","2"
8,77,0,0,36,2670.869444,0,0.018461538,13.99676923,0,"May","2","5","7","2","Returning_Visitor","FALSE","FALSE",44,2747.869444,0.318108391590909,0.018461538,13.7383673429831,"Spring","Long","4"
0,0,0,0,6,105,0.066666667,0.1,0,0,"May","3","2","4","3","Returning_Visitor","FALSE","FALSE",6,105,0,0.033333333,0,"Spring","Short","4"
4,98,1,31,32,898.1714286,0,0.005555556,23.32166667,0,"May","2","2","4","2","New_Visitor","TRUE","TRUE",37,1027.1714286,0.630315315405405,0.005555556,23.1921018448015,"Spring","Long","4"
1,15,0,0,20,243.4166667,0,0.004761905,0,0,"May","2","2","1","3","Returning_Visitor","FALSE","FALSE",21,258.4166667,0,0.004761905,0,"Spring","Short","4"
0,0,0,0,1,0,0.2,0.2,0,0,"May","3","2","9","3","Returning_Visitor","FALSE","FALSE",1,0,0,0,0,"Spring","Zero","3"
0,0,0,0,8,191,0,0.025,0,0,"May","2","2","2","13","Returning_Visitor","TRUE","FALSE",8,191,0,0.025,0,"Spring","Short","4"
8,31.1,11,1258.833333,195,7675.14929,0.001937543,0.014673582,3.38287678,0.4,"May","2","2","1","4","Returning_Visitor","FALSE","FALSE",214,8965.082623,0.0158078354205607,0.012736039,3.32677956848946,"Spring","Very Long","1"
4,76.16666667,0,0,10,182.1666667,0,0.018181818,0,0.4,"May","3","2","1","1","Returning_Visitor","FALSE","FALSE",14,258.33333337,0,0.018181818,0,"Spring","Short","2"
0,0,0,0,11,547.5,0.018181818,0.024747475,0,1,"May","3","3","3","1","Returning_Visitor","TRUE","FALSE",11,547.5,0,0.006565657,0,"Spring","Medium","2"
0,0,1,26,51,3540.239394,0.001960784,0.023180828,2.172431373,0.8,"May","1","1","3","1","Returning_Visitor","FALSE","TRUE",52,3566.239394,0.0417775264038462,0.021220044,2.11791168897035,"Spring","Very Long","2"
9,299.6333333,4,56,35,1386.633333,0.01025641,0.014871795,0,0,"May","1","1","4","3","Returning_Visitor","FALSE","FALSE",48,1742.2666663,0,0.004615385,0,"Spring","Long","1"
0,0,0,0,1,0,0.2,0.2,0,0,"May","2","2","2","1","Returning_Visitor","FALSE","FALSE",1,0,0,0,0,"Spring","Zero","3"
1,4,0,0,32,673.125,0.006451613,0.010056926,17.05922581,0.8,"May","2","2","3","4","Returning_Visitor","FALSE","TRUE",33,677.125,0.516946236666667,0.003605313,16.7787097758843,"Spring","Medium","2"
0,0,0,0,13,158.3333333,0.015384615,0.061538462,0,0.4,"May","2","2","3","13","Returning_Visitor","FALSE","FALSE",13,158.3333333,0,0.046153847,0,"Spring","Short","2"
8,433.1,2,309,36,1523.416667,0.011742424,0.016427739,7.9755,0,"May","2","2","1","2","Returning_Visitor","FALSE","FALSE",46,2265.516667,0.173380434782609,0.004685315,7.75236735072091,"Spring","Long","1"
3,35.33333333,0,0,13,151.5,0.003333333,0.016444444,0,0.8,"May","2","2","3","2","Returning_Visitor","FALSE","FALSE",16,186.83333333,0,0.013111111,0,"Spring","Short","2"
0,0,0,0,3,70,0,0.033333333,0,0.8,"May","2","2","3","2","Returning_Visitor","FALSE","FALSE",3,70,0,0.033333333,0,"Spring","Short","2"
0,0,0,0,10,856.3333333,0.025,0.05,0,0,"May","1","2","2","4","Returning_Visitor","TRUE","FALSE",10,856.3333333,0,0.025,0,"Spring","Medium","4"
0,0,0,0,20,289.75,0,0.025,0,0,"May","1","1","4","3","Returning_Visitor","FALSE","FALSE",20,289.75,0,0.025,0,"Spring","Short","4"
1,14,0,0,64,2555.12381,0.017460317,0.034338624,0,0,"May","2","4","4","2","Returning_Visitor","FALSE","FALSE",65,2569.12381,0,0.016878307,0,"Spring","Long","4"
0,0,0,0,1,0,0.2,0.2,0,0,"May","2","10","3","3","Returning_Visitor","FALSE","FALSE",1,0,0,0,0,"Spring","Zero","3"
0,0,1,27,20,566.5,0.004761905,0.023809524,0,0.6,"May","3","2","1","3","Returning_Visitor","FALSE","FALSE",21,593.5,0,0.019047619,0,"Spring","Medium","2"
0,0,0,0,26,453.3333333,0.015384615,0.034615385,0,0.8,"May","2","4","1","4","Returning_Visitor","FALSE","FALSE",26,453.3333333,0,0.01923077,0,"Spring","Medium","2"
0,0,0,0,4,85,0,0.075,0,0.6,"May","2","2","3","4","Returning_Visitor","FALSE","FALSE",4,85,0,0.075,0,"Spring","Short","2"
0,0,1,0,23,489.25,0.00173913,0.032173913,0,0,"May","2","5","5","2","Returning_Visitor","FALSE","FALSE",24,489.25,0,0.030434783,0,"Spring","Medium","4"
2,10,1,57,99,6266.208586,0,0.010869841,8.926598571,0,"May","2","2","1","1","Returning_Visitor","TRUE","FALSE",102,6333.208586,0.0875156722647059,0.010869841,8.8295678638624,"Spring","Very Long","1"
6,140.3333333,0,0,9,88.95,0,0.004761905,0,0,"May","3","2","2","3","New_Visitor","FALSE","FALSE",15,229.2833333,0,0.004761905,0,"Spring","Short","4"
4,127,0,0,32,2423.75,0.002777778,0.021296296,23.61948148,0,"May","1","1","3","4","Returning_Visitor","FALSE","TRUE",36,2550.75,0.656096707777778,0.018518518,23.05226157809,"Spring","Long","4"
5,200,1,0,33,1606.831818,0,0.026619133,0,0,"May","3","2","5","2","Returning_Visitor","FALSE","FALSE",39,1806.831818,0,0.026619133,0,"Spring","Long","4"
0,0,0,0,19,692.6222222,0,0.001470588,53.988,0.6,"May","6","2","9","2","New_Visitor","FALSE","TRUE",19,692.6222222,2.84147368421053,0.001470588,53.908605895056,"Spring","Medium","2"
4,44.5,0,0,5,48.5,0,0.016666667,0,0.2,"May","2","2","6","13","Returning_Visitor","FALSE","FALSE",9,93,0,0.016666667,0,"Spring","Short","4"
4,63,0,0,22,2232.5,0,0.008,0,0,"May","2","2","9","2","New_Visitor","FALSE","FALSE",26,2295.5,0,0.008,0,"Spring","Long","4"
5,77.5,0,0,5,90.33333333,0.025,0.04375,0,0,"May","3","2","1","13","Returning_Visitor","FALSE","FALSE",10,167.83333333,0,0.01875,0,"Spring","Short","4"
3,270,1,1778,362,13259.29396,0.002883379,0.008837606,0,0,"May","2","2","1","19","Returning_Visitor","TRUE","FALSE",366,15307.29396,0,0.005954227,0,"Spring","Very Long","1"
0,0,0,0,6,149.5,0,0.066666667,0,0.4,"May","2","2","1","13","Returning_Visitor","FALSE","FALSE",6,149.5,0,0.066666667,0,"Spring","Short","2"
0,0,0,0,12,1638.5,0.083333333,0.116666667,0,0.8,"May","2","2","5","13","Returning_Visitor","FALSE","FALSE",12,1638.5,0,0.033333334,0,"Spring","Long","2"
0,0,0,0,4,44,0.025,0.083333333,0,0.2,"May","2","2","5","6","Returning_Visitor","FALSE","FALSE",4,44,0,0.058333333,0,"Spring","Short","4"
9,104.9857143,0,0,79,1926.33339,0.01533101,0.020052948,0,0,"May","3","2","3","13","Returning_Visitor","FALSE","FALSE",88,2031.3191043,0,0.004721938,0,"Spring","Long","4"
3,117,0,0,5,68,0,0.033333333,0,1,"May","2","2","6","5","New_Visitor","TRUE","FALSE",8,185,0,0.033333333,0,"Spring","Short","2"
8,57.5,0,0,44,845.8333333,0.004255319,0.012765957,19.29753191,0.6,"May","2","2","1","3","Returning_Visitor","FALSE","TRUE",52,903.3333333,0.371106382884615,0.008510638,18.9701115973004,"Spring","Medium","2"
2,310.8571429,3,27,68,2950.62381,0.009589041,0.023074581,16.6702274,0,"May","2","2","7","6","Returning_Visitor","FALSE","FALSE",73,3288.4809529,0.228359279452055,0.01348554,16.129405899799,"Spring","Very Long","1"
2,37,0,0,23,813,0.016666667,0.05,0,0,"May","2","2","7","4","Returning_Visitor","TRUE","FALSE",25,850,0,0.033333333,0,"Spring","Medium","4"
2,88,2,10,23,1390.388889,0,0.012307692,0,0,"May","3","2","1","4","Returning_Visitor","FALSE","FALSE",27,1488.388889,0,0.012307692,0,"Spring","Long","4"
8,732.25,0,0,34,1345.755952,0.005128205,0.013341952,12.27419487,0.8,"May","3","3","3","2","Returning_Visitor","FALSE","FALSE",42,2078.005952,0.292242735,0.008213747,12.0483283673676,"Spring","Long","2"
0,0,0,0,12,213.5,0.016666667,0.033333333,0,0.2,"May","4","1","1","3","Returning_Visitor","FALSE","FALSE",12,213.5,0,0.016666666,0,"Spring","Short","4"
0,0,0,0,50,1369.75,0.020408163,0.043307169,3.241653061,0.6,"May","2","2","1","2","Returning_Visitor","FALSE","FALSE",50,1369.75,0.06483306122,0.022899006,3.03797509703298,"Spring","Long","2"
4,126.5,0,0,4,138.8,0,0.004761905,0,0,"May","1","1","1","4","New_Visitor","TRUE","FALSE",8,265.3,0,0.004761905,0,"Spring","Short","4"
1,9,0,0,49,1164.416667,0.048,0.064,0,1,"May","3","2","1","4","Returning_Visitor","TRUE","FALSE",50,1173.416667,0,0.016,0,"Spring","Long","2"
10,139.5,0,0,85,1740.271008,0.011827957,0.030865335,4.76956682,0.6,"May","3","2","1","3","Returning_Visitor","FALSE","FALSE",95,1879.771008,0.0502059665263158,0.019037378,4.5676795551867,"Spring","Long","2"
1,42,1,47,36,1994.5,0.012222222,0.026587302,0,0,"May","2","2","7","4","Returning_Visitor","FALSE","FALSE",38,2083.5,0,0.01436508,0,"Spring","Long","4"
0,0,0,0,3,283,0.066666667,0.133333333,0,0,"May","2","2","3","4","Returning_Visitor","FALSE","FALSE",3,283,0,0.066666666,0,"Spring","Short","4"
0,0,1,41,21,459.6666667,0,0.00952381,18.27428571,0,"May","2","2","1","4","Returning_Visitor","FALSE","TRUE",22,500.6666667,0.830649350454545,0.00952381,18.1002448850122,"Spring","Medium","4"
9,216.75,0,0,44,1527.166667,0.012765957,0.032765957,0,0,"May","2","2","8","6","Returning_Visitor","TRUE","FALSE",53,1743.916667,0,0.02,0,"Spring","Long","4"
8,321.6,0,0,30,1151.2,0,0.012903226,0,0,"May","2","2","2","13","Returning_Visitor","FALSE","FALSE",38,1472.8,0,0.012903226,0,"Spring","Long","4"
1,9,0,0,15,266,0.028571429,0.057142857,0,0.8,"May","4","2","1","13","Returning_Visitor","FALSE","FALSE",16,275,0,0.028571428,0,"Spring","Short","2"
9,666,0,0,29,2061.066667,0.018918919,0.038918919,3.064378378,0,"May","2","2","1","1","Returning_Visitor","FALSE","FALSE",38,2727.066667,0.0806415362631579,0.02,2.88939767148018,"Spring","Long","4"
0,0,0,0,21,360.0833333,0,0.00952381,0,0,"May","1","1","6","15","Returning_Visitor","FALSE","FALSE",21,360.0833333,0,0.00952381,0,"Spring","Medium","4"
0,0,0,0,19,989.3333333,0,0.011111111,25.109,0,"May","3","2","1","2","New_Visitor","TRUE","TRUE",19,989.3333333,1.32152631578947,0.011111111,24.830011113901,"Spring","Medium","4"
8,332.6666667,8,666.7833333,42,1822.841667,0.005769231,0.016642012,10.11360897,0,"May","2","2","3","2","Returning_Visitor","FALSE","FALSE",58,2822.291667,0.174372568448276,0.010872781,9.88792144566197,"Spring","Long","1"
2,115,5,151.6666667,21,2080.75,0.011904762,0.045192308,20.37964966,0,"May","1","1","1","2","Returning_Visitor","FALSE","FALSE",28,2347.4166667,0.727844630714286,0.033287546,19.2269957031177,"Spring","Long","1"
3,17,0,0,18,407.5,0,0.02,0,0,"May","2","2","6","5","Returning_Visitor","TRUE","FALSE",21,424.5,0,0.02,0,"Spring","Medium","4"
2,45,0,0,8,71,0.022222222,0.044444444,0,0,"May","2","2","1","13","Returning_Visitor","FALSE","FALSE",10,116,0,0.022222222,0,"Spring","Short","4"
3,59,0,0,10,269,0,0.018181818,50.388,0,"May","1","1","1","5","New_Visitor","TRUE","TRUE",13,328,3.876,0.018181818,49.471854554616,"Spring","Medium","4"
0,0,1,6,13,2782.75,0,0.005128205,0,0.4,"May","2","2","9","2","New_Visitor","FALSE","FALSE",14,2788.75,0,0.005128205,0,"Spring","Long","2"
1,11,0,0,20,285.6666667,0,0.022222222,0,0,"May","2","10","3","3","Returning_Visitor","FALSE","FALSE",21,296.6666667,0,0.022222222,0,"Spring","Short","4"
5,661,3,373,36,1381.75,0,0.018421053,6.812105263,0,"May","2","4","2","4","Returning_Visitor","FALSE","FALSE",44,2415.75,0.154820574159091,0.018421053,6.6866191109087,"Spring","Long","4"
0,0,0,0,64,3289.5,0,0.010416667,0,0,"May","2","4","7","4","Returning_Visitor","TRUE","FALSE",64,3289.5,0,0.010416667,0,"Spring","Very Long","4"
0,0,1,0,15,181.5,0.0125,0.05,0,0,"May","2","5","3","3","Returning_Visitor","FALSE","FALSE",16,181.5,0,0.0375,0,"Spring","Short","4"
0,0,0,0,1,0,0,0.1,0,0,"May","2","2","3","18","Returning_Visitor","TRUE","FALSE",1,0,0,0.1,0,"Spring","Zero","4"
0,0,0,0,6,117.5,0,0.066666667,0,0,"May","2","2","1","1","Returning_Visitor","TRUE","FALSE",6,117.5,0,0.066666667,0,"Spring","Short","4"
1,24,0,0,8,147,0.033333333,0.026666667,0,0,"May","2","6","6","1","Returning_Visitor","FALSE","FALSE",9,171,0,-0.006666666,0,"Spring","Short","4"
0,0,0,0,2,0,0,0.2,0,0.8,"May","3","2","3","13","Returning_Visitor","FALSE","FALSE",2,0,0,0.2,0,"Spring","Zero","2"
0,0,0,0,4,19.6,0.075,0.108333333,0,0,"May","3","2","6","4","Returning_Visitor","TRUE","FALSE",4,19.6,0,0.033333333,0,"Spring","Short","4"
0,0,0,0,24,488.3333333,0,0.004347826,72.30208696,0,"May","2","2","1","4","New_Visitor","FALSE","TRUE",24,488.3333333,3.01258695666667,0.004347826,71.987730066461,"Spring","Medium","4"
0,0,0,0,18,760,0.084210526,0.115789474,0,0.8,"May","2","2","2","13","Returning_Visitor","FALSE","FALSE",18,760,0,0.031578948,0,"Spring","Medium","2"
4,259,1,42,18,401.968254,0,0.017105263,0,0,"May","1","1","3","3","Returning_Visitor","FALSE","FALSE",23,702.968254,0,0.017105263,0,"Spring","Medium","4"
0,0,0,0,14,166.1666667,0.028571429,0.051190476,0,0,"May","2","2","1","3","Returning_Visitor","FALSE","FALSE",14,166.1666667,0,0.022619047,0,"Spring","Short","4"
4,46,1,40,61,2072.991919,0.005952381,0.036507937,0,0.6,"May","2","2","3","2","Returning_Visitor","FALSE","FALSE",66,2158.991919,0,0.030555556,0,"Spring","Long","2"
0,0,0,0,9,11,0.155555556,0.177777778,0,0,"May","2","2","2","4","Returning_Visitor","FALSE","FALSE",9,11,0,0.022222222,0,"Spring","Short","3"
